序位	詞彙	詞頻	百萬詞頻	常用詞標V
3002503	爆擊歐	1	0.001	
3002504	豆爾齁齁齁	1	0.001	
3002505	惹逗	1	0.001	
3002506	讚浪	1	0.001	
3002507	介唄姬	1	0.001	
3002508	立堯	1	0.001	
3002509	台饒史	1	0.001	
3002510	丘涵正	1	0.001	
3002511	丘涵丘	1	0.001	
3002512	歐剃	1	0.001	
3002513	高粱酒帝	1	0.001	
3002514	泳練	1	0.001	
3002515	盜藏	1	0.001	
3002516	拉化成	1	0.001	
3002517	人形板	1	0.001	
3002518	章魚版	1	0.001	
3002519	薬燉	1	0.001	
3002520	涂芸榛	1	0.001	
3002521	儒神臀	1	0.001	
3002522	豆刺青控	1	0.001	
3002523	露露米	1	0.001	
3002524	崔申	1	0.001	
3002525	崔劉	1	0.001	
3002526	蘇老庭寶	1	0.001	
3002527	變站壁	1	0.001	
3002528	老婷寶	1	0.001	
3002529	宛庭	1	0.001	
3002530	老庭寶	1	0.001	
3002531	皮卡丘婆	1	0.001	
3002532	邵漂亮	1	0.001	
3002533	塑騷	1	0.001	
3002534	召喚城	1	0.001	
3002535	大正港味	1	0.001	
3002536	富板	1	0.001	
3002537	雞排要	1	0.001	
3002538	來台版	1	0.001	
3002539	庫耶	1	0.001	
3002540	嘻嘻甜	1	0.001	
3002541	正好老	1	0.001	
3002542	曾苦	1	0.001	
3002543	曾鹹	1	0.001	
3002544	曾醜	1	0.001	
3002545	塑塑膠感	1	0.001	
3002546	哈素	1	0.001	
3002547	拍塑	1	0.001	
3002548	塑文	1	0.001	
3002549	娃奶	1	0.001	
3002550	阿館基宏	1	0.001	
3002551	珮彤	1	0.001	
3002552	姑搜	1	0.001	
3002553	哞西	1	0.001	
3002554	迪麗熱巴狗	1	0.001	
3002555	江宜榕	1	0.001	
3002556	門直	1	0.001	
3002557	磨玉琳	1	0.001	
3002558	唄姬梨	1	0.001	
3002559	尊敬滿滿	1	0.001	
3002560	别板	1	0.001	
3002561	推天菜	1	0.001	
3002562	炒咖	1	0.001	
3002563	普阿金	1	0.001	
3002564	擴溢	1	0.001	
3002565	五樓男	1	0.001	
3002566	蜀國妹	1	0.001	
3002567	面攤女	1	0.001	
3002568	環奈耶耶耶	1	0.001	
3002569	行妝感	1	0.001	
3002570	王祖賢玉	1	0.001	
3002571	荷蘭鮑	1	0.001	
3002572	蔥爆乳	1	0.001	
3002573	容讚	1	0.001	
3002574	滿分推	1	0.001	
3002575	大木村	1	0.001	
3002576	翻唱系	1	0.001	
3002577	慾風	1	0.001	
3002578	季哈	1	0.001	
3002579	麗量人	1	0.001	
3002580	白嘉琪	1	0.001	
3002581	雙水波蛋	1	0.001	
3002582	秀雅推	1	0.001	
3002583	愣咪	1	0.001	
3002584	雲龍凱	1	0.001	
3002585	垂噁	1	0.001	
3002586	打點碼	1	0.001	
3002587	垂囉	1	0.001	
3002588	女子瑜	1	0.001	
3002589	股色氣	1	0.001	
3002590	尼亞大	1	0.001	
3002591	素言	1	0.001	
3002592	彥伶	1	0.001	
3002593	阿天菜	1	0.001	
3002594	都閱	1	0.001	
3002595	從小就長	1	0.001	
3002596	味佩甄	1	0.001	
3002597	八木奈社	1	0.001	
3002598	分解質	1	0.001	
3002599	宋趙娥	1	0.001	
3002600	藏讚	1	0.001	
3002601	蔡旻	1	0.001	
3002602	秒殺門	1	0.001	
3002603	比基尼店	1	0.001	
3002604	晒痕	1	0.001	
3002605	露奶型	1	0.001	
3002606	本真友里	1	0.001	
3002607	賽斯蕾婷	1	0.001	
3002608	韓志紋	1	0.001	
3002609	千層琳	1	0.001	
3002610	老板號	1	0.001	
3002611	皇肉肉	1	0.001	
3002612	雜誌團拍	1	0.001	
3002613	菸酒妹	1	0.001	
3002614	號香	1	0.001	
3002615	周妍	1	0.001	
3002616	斯斯斯斯斯斯	1	0.001	
3002617	嘻嘻香	1	0.001	
3002618	優敲	1	0.001	
3002619	門秦國	1	0.001	
3002620	枕禮	1	0.001	
3002621	天內田	1	0.001	
3002622	照片科	1	0.001	
3002623	超塑囉	1	0.001	
3002624	安怕	1	0.001	
3002625	死海嫄	1	0.001	
3002626	芭芭耶卡	1	0.001	
3002627	柏兄	1	0.001	
3002628	范規	1	0.001	
3002629	阮伍	1	0.001	
3002630	私拍樓	1	0.001	
3002631	奶昔業	1	0.001	
3002632	葉沛文	1	0.001	
3002633	講業	1	0.001	
3002634	中文學好	1	0.001	
3002635	奶昔粉	1	0.001	
3002636	上胸絲衣	1	0.001	
3002637	普美員瑛	1	0.001	
3002638	小金霖普	1	0.001	
3002639	失蒜	1	0.001	
3002640	混血系	1	0.001	
3002641	小奶肉肉	1	0.001	
3002642	婆口貝	1	0.001	
3002643	戈死魚	1	0.001	
3002644	戈嘻嘻	1	0.001	
3002645	黃公覆	1	0.001	
3002646	黃蓋公	1	0.001	
3002647	俞何生	1	0.001	
3002648	墊修	1	0.001	
3002649	此非	1	0.001	
3002650	喔啦啦隊服	1	0.001	
3002651	長毛症	1	0.001	
3002652	噁腋	1	0.001	
3002653	容易哥哥	1	0.001	
3002654	岔舌	1	0.001	
3002655	入想	1	0.001	
3002656	香森澤	1	0.001	
3002657	入惹	1	0.001	
3002658	熱涎鎮	1	0.001	
3002659	推燙	1	0.001	
3002660	牧板	1	0.001	
3002661	塑熹	1	0.001	
3002662	欠原	1	0.001	
3002663	塔班生	1	0.001	
3002664	謝微安	1	0.001	
3002665	大长	1	0.001	
3002666	头髮	1	0.001	
3002667	汚汚	1	0.001	
3002668	汚恥	1	0.001	
3002669	橋奈	1	0.001	
3002670	內高下	1	0.001	
3002671	阿老卿寶	1	0.001	
3002672	黑芳根	1	0.001	
3002673	美芳根京子	1	0.001	
3002674	類美	1	0.001	
3002675	清清子	1	0.001	
3002676	吊打樂	1	0.001	
3002677	哦勁	1	0.001	
3002678	袂哦	1	0.001	
3002679	好卉	1	0.001	
3002680	抖耳	1	0.001	
3002681	讚騷	1	0.001	
3002682	鼻妝	1	0.001	
3002683	卡褲	1	0.001	
3002684	肉肉系	1	0.001	
3002685	婆腿	1	0.001	
3002686	顏無敵	1	0.001	
3002687	蛇叉滾	1	0.001	
3002688	丹讚	1	0.001	
3002689	范國寰	1	0.001	
3002690	狄鶯普	1	0.001	
3002691	狄鶯垂	1	0.001	
3002692	嘻嘻妝	1	0.001	
3002693	黑蒜姐	1	0.001	
3002694	門歐噴	1	0.001	
3002695	荳兒	1	0.001	
3002696	迪滴	1	0.001	
3002697	身胸	1	0.001	
3002698	微肉版	1	0.001	
3002699	鈴木二朗	1	0.001	
3002700	天容羽干	1	0.001	
3002701	神采源	1	0.001	
3002702	表特先	1	0.001	
3002703	天菜娘娘	1	0.001	
3002704	水巫女	1	0.001	
3002705	水巫	1	0.001	
3002706	簽背	1	0.001	
3002707	圖門	1	0.001	
3002708	安琪林	1	0.001	
3002709	肩脊	1	0.001	
3002710	挑普	1	0.001	
3002711	傷人婆	1	0.001	
3002712	愛斯帕	1	0.001	
3002713	點淚	1	0.001	
3002714	吸粉王	1	0.001	
3002715	豆耳	1	0.001	
3002716	膩祕	1	0.001	
3002717	秘業	1	0.001	
3002718	啦嫄	1	0.001	
3002719	系合	1	0.001	
3002720	旬果乾	1	0.001	
3002721	沙仙	1	0.001	
3002722	糟糕猩	1	0.001	
3002723	警猩	1	0.001	
3002724	姿勢樓	1	0.001	
3002725	矮拉	1	0.001	
3002726	五官約兒	1	0.001	
3002727	帕瓦李昂	1	0.001	
3002728	香行妹	1	0.001	
3002729	臉塑	1	0.001	
3002730	敖胸版	1	0.001	
3002731	虎屁	1	0.001	
3002732	普湖口	1	0.001	
3002733	河口湖夯	1	0.001	
3002734	狄狄鶯	1	0.001	
3002735	狄秀燕	1	0.001	
3002736	鄭台味	1	0.001	
3002737	普衝	1	0.001	
3002738	吉胃福適錠	1	0.001	
3002739	謀參	1	0.001	
3002740	阿嘠	1	0.001	
3002741	神宮本漢方	1	0.001	
3002742	歡迎光	1	0.001	
3002743	臨縫	1	0.001	
3002744	殻精	1	0.001	
3002745	斯斯甘卯雍斯死	1	0.001	
3002746	逼塞	1	0.001	
3002747	逼炎	1	0.001	
3002748	金搭桑	1	0.001	
3002749	贊嚕	1	0.001	
3002750	加嚕贊	1	0.001	
3002751	敏肝寧窩	1	0.001	
3002752	三芝雨	1	0.001	
3002753	散飆	1	0.001	
3002754	表特媽	1	0.001	
3002755	哇阿贏	1	0.001	
3002756	仔奶	1	0.001	
3002757	內超葉	1	0.001	
3002758	良家婦女板	1	0.001	
3002759	業正	1	0.001	
3002760	保提	1	0.001	
3002761	纳里	1	0.001	
3002762	左門牙	1	0.001	
3002763	駝背表	1	0.001	
3002764	幫派片	1	0.001	
3002765	超平胸	1	0.001	
3002766	平田姐	1	0.001	
3002767	肥宅緣	1	0.001	
3002768	小栗惠里	1	0.001	
3002769	仁美彩希	1	0.001	
3002770	優貧乳	1	0.001	
3002771	搭丁	1	0.001	
3002772	摺凳蛤	1	0.001	
3002773	哈哈哈幫補	1	0.001	
3002774	內挖賽	1	0.001	
3002775	大真塑	1	0.001	
3002776	分鼻	1	0.001	
3002777	介路人	1	0.001	
3002778	個本人	1	0.001	
3002779	芳黑	1	0.001	
3002780	偏肉感	1	0.001	
3002781	戈巧芯	1	0.001	
3002782	餅芯圖	1	0.001	
3002783	大七生	1	0.001	
3002784	小朝讚	1	0.001	
3002785	正大早	1	0.001	
3002786	塑樣	1	0.001	
3002787	正芝儇	1	0.001	
3002788	安香	1	0.001	
3002789	丸橋梅	1	0.001	
3002790	水原長	1	0.001	
3002791	板野友	1	0.001	
3002792	板野人	1	0.001	
3002793	嬌娃臉	1	0.001	
3002794	馬休康納馬	1	0.001	
3002795	富家公子哥	1	0.001	
3002796	瓦叫	1	0.001	
3002797	嘿幹	1	0.001	
3002798	瓦力萬	1	0.001	
3002799	刺青婆	1	0.001	
3002800	七澤明明	1	0.001	
3002801	開門頭	1	0.001	
3002802	浮島森	1	0.001	
3002803	瑪麗亞幫	1	0.001	
3002804	珍奶門	1	0.001	
3002805	邂逅到	1	0.001	
3002806	成龍正	1	0.001	
3002807	亞妝髮	1	0.001	
3002808	堆积	1	0.001	
3002809	短髮棒	1	0.001	
3002810	超色婆	1	0.001	
3002811	采源婆	1	0.001	
3002812	老采寶采寶	1	0.001	
3002813	青禧嗄	1	0.001	
3002814	位疤	1	0.001	
3002815	囧咩	1	0.001	
3002816	味道讚	1	0.001	
3002817	川茉茉美柑	1	0.001	
3002818	吉特斯	1	0.001	
3002819	氣質台	1	0.001	
3002820	嗓台	1	0.001	
3002821	綾瀨戀	1	0.001	
3002822	小本赤	1	0.001	
3002823	管院幹	1	0.001	
3002824	正名樓	1	0.001	
3002825	浦尾青	1	0.001	
3002826	夏律	1	0.001	
3002827	夏目大物	1	0.001	
3002828	紗野水萌	1	0.001	
3002829	好正大	1	0.001	
3002830	跳來晃去	1	0.001	
3002831	老墊	1	0.001	
3002832	韓潛	1	0.001	
3002833	藤浦恵	1	0.001	
3002834	天夏禕	1	0.001	
3002835	懋懋里	1	0.001	
3002836	差別包	1	0.001	
3002837	大又色	1	0.001	
3002838	兇澀	1	0.001	
3002839	樓露西	1	0.001	
3002840	可騷	1	0.001	
3002841	交椅樓	1	0.001	
3002842	魅惑南	1	0.001	
3002843	琇惠	1	0.001	
3002844	個人界	1	0.001	
3002845	鋼骨鼻	1	0.001	
3002846	抖音嫂	1	0.001	
3002847	彩奈七	1	0.001	
3002848	暴神乳	1	0.001	
3002849	身仙	1	0.001	
3002850	吱補	1	0.001	
3002851	喧賓	1	0.001	
3002852	奪主爪	1	0.001	
3002853	多智多藝	1	0.001	
3002854	富美奈	1	0.001	
3002855	不行城	1	0.001	
3002856	克莉絲丁鄧斯特	1	0.001	
3002857	宮沢千春	1	0.001	
3002858	密啟	1	0.001	
3002859	宇多田蜜雪	1	0.001	
3002860	于禁球	1	0.001	
3002861	宿敌	1	0.001	
3002862	打襄菸	1	0.001	
3002863	朵麗絲	1	0.001	
3002864	哈利貞	1	0.001	
3002865	武藤十夢	1	0.001	
3002866	託世	1	0.001	
3002867	左塑	1	0.001	
3002868	驚悚號	1	0.001	
3002869	大柚汁	1	0.001	
3002870	結城佑之	1	0.001	
3002871	幼點	1	0.001	
3002872	丸彥文普李新	1	0.001	
3002873	致效	1	0.001	
3002874	球墊	1	0.001	
3002875	非彼球	1	0.001	
3002876	恒松佑里	1	0.001	
3002877	阿西野	1	0.001	
3002878	腸勒	1	0.001	
3002879	椎名超正	1	0.001	
3002880	戈腿	1	0.001	
3002881	吧啦摳憐	1	0.001	
3002882	感恩冠	1	0.001	
3002883	顛峰照	1	0.001	
3002884	謝冠西	1	0.001	
3002885	雜毛黑	1	0.001	
3002886	塞墊	1	0.001	
3002887	欸喲	1	0.001	
3002888	大本柚	1	0.001	
3002889	丸彥文	1	0.001	
3002890	上來信	1	0.001	
3002891	阿花妝	1	0.001	
3002892	聖傑石老婆	1	0.001	
3002893	正涎鎮	1	0.001	
3002894	超壞神	1	0.001	
3002895	配角咖	1	0.001	
3002896	乃高橋	1	0.001	
3002897	淺倉唯讚	1	0.001	
3002898	張瘦成	1	0.001	
3002899	推逢	1	0.001	
3002900	嬌貴感	1	0.001	
3002901	大人板	1	0.001	
3002902	阿辰塞	1	0.001	
3002903	唐鳳懋懋	1	0.001	
3002904	黃蠟蠟	1	0.001	
3002905	開腳藩	1	0.001	
3002906	属国	1	0.001	
3002907	處理美	1	0.001	
3002908	肥鶴	1	0.001	
3002909	原紗央莉	1	0.001	
3002910	大龍推	1	0.001	
3002911	修縮圖	1	0.001	
3002912	哈哇洽	1	0.001	
3002913	正褲襪	1	0.001	
3002914	前文青	1	0.001	
3002915	毛涵	1	0.001	
3002916	戈泥泥汝	1	0.001	
3002917	雷妲咩	1	0.001	
3002918	健身街	1	0.001	
3002919	斯寇蒂	1	0.001	
3002920	恭喜巴	1	0.001	
3002921	致詞王	1	0.001	
3002922	八鎂	1	0.001	
3002923	二宮奈奈	1	0.001	
3002924	蘇炳愛	1	0.001	
3002925	門乳牛	1	0.001	
3002926	不堪入鏡	1	0.001	
3002927	噓簽	1	0.001	
3002928	愛勇	1	0.001	
3002929	推推忙	1	0.001	
3002930	受眾無腦	1	0.001	
3002931	選民無腦	1	0.001	
3002932	塑塑人	1	0.001	
3002933	氣質度	1	0.001	
3002934	大統領帥	1	0.001	
3002935	爆滿貫	1	0.001	
3002936	浦藤惠讚	1	0.001	
3002937	關鍵服	1	0.001	
3002938	丹慈映	1	0.001	
3002939	丹慈貴	1	0.001	
3002940	孟潔慈妹	1	0.001	
3002941	慈斐棋	1	0.001	
3002942	裴祺	1	0.001	
3002943	孟潔斐	1	0.001	
3002944	美八郎	1	0.001	
3002945	踩誤	1	0.001	
3002946	妄娜集	1	0.001	
3002947	星野亞依	1	0.001	
3002948	呂寳	1	0.001	
3002949	國防部長帥	1	0.001	
3002950	村著	1	0.001	
3002951	修撒	1	0.001	
3002952	哞里	1	0.001	
3002953	吉他歐	1	0.001	
3002954	嚇塑人	1	0.001	
3002955	比特啾	1	0.001	
3002956	廚藝板	1	0.001	
3002957	嘻嘻門	1	0.001	
3002958	幹乳臉	1	0.001	
3002959	宋唯粉	1	0.001	
3002960	紹旻	1	0.001	
3002961	茶卡爾	1	0.001	
3002962	騷味湯	1	0.001	
3002963	板奎丁讚	1	0.001	
3002964	共跳	1	0.001	
3002965	大推權隊	1	0.001	
3002966	大撩	1	0.001	
3002967	大腋	1	0.001	
3002968	頂搭	1	0.001	
3002969	捧下來	1	0.001	
3002970	威夏来唯	1	0.001	
3002971	夏來唯	1	0.001	
3002972	奎丁業	1	0.001	
3002973	塑度風	1	0.001	
3002974	伯姨	1	0.001	
3002975	超香菊	1	0.001	
3002976	八卦球	1	0.001	
3002977	板醜門	1	0.001	
3002978	優天菜	1	0.001	
3002979	門媽	1	0.001	
3002980	絨毛棉	1	0.001	
3002981	客房池	1	0.001	
3002982	台農號號	1	0.001	
3002983	支妹	1	0.001	
3002984	陳明珠號	1	0.001	
3002985	討債版	1	0.001	
3002986	歪頭歪頭	1	0.001	
3002987	嘻嘻仙	1	0.001	
3002988	目字型	1	0.001	
3002989	櫻公鯊	1	0.001	
3002990	梁潔讚	1	0.001	
3002991	漂亮真	1	0.001	
3002992	飛狐日	1	0.001	
3002993	梁潔正	1	0.001	
3002994	南蘭正	1	0.001	
3002995	解燒貨	1	0.001	
3002996	翹大	1	0.001	
3002997	小金袐書	1	0.001	
3002998	鍾欣彤版	1	0.001	
3002999	武刑菲	1	0.001	
3003000	程正	1	0.001	
3003001	忘型	1	0.001	
3003002	演程	1	0.001	
3003003	程長	1	0.001	
3003004	青春球	1	0.001	
3003005	藍坂	1	0.001	
3003006	正侯導	1	0.001	
3003007	文明觀	1	0.001	
3003008	球奶子	1	0.001	
3003009	前科幻武	1	0.001	
3003010	松鶴館	1	0.001	
3003011	正中學	1	0.001	
3003012	傅裡	1	0.001	
3003013	蓓蓓版	1	0.001	
3003014	始矢	1	0.001	
3003015	普貧推	1	0.001	
3003016	超嬌	1	0.001	
3003017	正回	1	0.001	
3003018	墮姬讚	1	0.001	
3003019	正正規正	1	0.001	
3003020	拉麵裝	1	0.001	
3003021	沖繩風	1	0.001	
3003022	母湯然	1	0.001	
3003023	盔甲裝	1	0.001	
3003024	沒地味	1	0.001	
3003025	岸桑	1	0.001	
3003026	水原讚	1	0.001	
3003027	紗狗	1	0.001	
3003028	山本望叶	1	0.001	
3003029	圖咧咧	1	0.001	
3003030	大嘻嘻讚	1	0.001	
3003031	截張有臉	1	0.001	
3003032	蛤葵	1	0.001	
3003033	推板金	1	0.001	
3003034	分蹄	1	0.001	
3003035	童巨	1	0.001	
3003036	肉肉肚肚	1	0.001	
3003037	神木甜	1	0.001	
3003038	撕激	1	0.001	
3003039	未步奈奈是	1	0.001	
3003040	平原石	1	0.001	
3003041	普麻糬	1	0.001	
3003042	極品門	1	0.001	
3003043	讚斯拉夫	1	0.001	
3003044	碧蘿木木	1	0.001	
3003045	吳予啦	1	0.001	
3003046	壞家伙	1	0.001	
3003047	瑪利亞安	1	0.001	
3003048	瑪麗亞推	1	0.001	
3003049	圖置	1	0.001	
3003050	白美奶	1	0.001	
3003051	木木正	1	0.001	
3003052	雪怡億	1	0.001	
3003053	主梗	1	0.001	
3003054	支支言支語	1	0.001	
3003055	可悲支語	1	0.001	
3003056	嗎支那	1	0.001	
3003057	頭雜	1	0.001	
3003058	梳出來	1	0.001	
3003059	支識大體	1	0.001	
3003060	卡門豪	1	0.001	
3003061	葡萄樹枝	1	0.001	
3003062	嘎奶吧哼	1	0.001	
3003063	挖勒挖勒挖	1	0.001	
3003064	歸岡弘	1	0.001	
3003065	歸岡裝肖	1	0.001	
3003066	嘎免賴	1	0.001	
3003067	塑鼻	1	0.001	
3003068	抓肉系	1	0.001	
3003069	樓普加	1	0.001	
3003070	掰門	1	0.001	
3003071	讚線	1	0.001	
3003072	極塑	1	0.001	
3003073	楊過樓	1	0.001	
3003074	果唱	1	0.001	
3003075	簂	1	0.001	
3003076	國奶量	1	0.001	
3003077	讚讚頭	1	0.001	
3003078	練練舞	1	0.001	
3003079	搖擠	1	0.001	
3003080	微肌	1	0.001	
3003081	推看膩	1	0.001	
3003082	浩子婆	1	0.001	
3003083	貧香	1	0.001	
3003084	美女婆	1	0.001	
3003085	笑聲婆	1	0.001	
3003086	唄婆	1	0.001	
3003087	草莓痕	1	0.001	
3003088	洞洞鞋不	1	0.001	
3003089	香賴客	1	0.001	
3003090	賴客	1	0.001	
3003091	鼻孔樓	1	0.001	
3003092	美國鞋	1	0.001	
3003093	袞蛋	1	0.001	
3003094	開襄	1	0.001	
3003095	超魁	1	0.001	
3003096	正美園	1	0.001	
3003097	花川島和津	1	0.001	
3003098	浪滂	1	0.001	
3003099	大不實用	1	0.001	
3003100	邰犢	1	0.001	
3003101	戈長	1	0.001	
3003102	木麗櫻	1	0.001	
3003103	林襄門	1	0.001	
3003104	爾讚	1	0.001	
3003105	嘻嘻海	1	0.001	
3003106	推閉	1	0.001	
3003107	高鐵椅	1	0.001	
3003108	渣木	1	0.001	
3003109	嗎乃	1	0.001	
3003110	立旗類	1	0.001	
3003111	斯亞臉	1	0.001	
3003112	香歪葉	1	0.001	
3003113	哈馬兒	1	0.001	
3003114	乃讚讚	1	0.001	
3003115	年糕奶	1	0.001	
3003116	洽雜某	1	0.001	
3003117	香萌	1	0.001	
3003118	大妍書	1	0.001	
3003119	娜美男	1	0.001	
3003120	霈奶	1	0.001	
3003121	超外闊	1	0.001	
3003122	阿鍾碩	1	0.001	
3003123	審美士林	1	0.001	
3003124	跳車頭	1	0.001	
3003125	大隻嬤	1	0.001	
3003126	正陽子	1	0.001	
3003127	奈嘻嘻	1	0.001	
3003128	二壘盜	1	0.001	
3003129	嘻嘻婆	1	0.001	
3003130	標奶	1	0.001	
3003131	君黃	1	0.001	
3003132	威讚美穗	1	0.001	
3003133	扣分城	1	0.001	
3003134	神木麗三	1	0.001	
3003135	張揚讚	1	0.001	
3003136	普利絲歐	1	0.001	
3003137	坂世	1	0.001	
3003138	超正路	1	0.001	
3003139	城蛋	1	0.001	
3003140	左佐	1	0.001	
3003141	採節	1	0.001	
3003142	推菸	1	0.001	
3003143	嗎正	1	0.001	
3003144	複身	1	0.001	
3003145	犯裡	1	0.001	
3003146	普王淨	1	0.001	
3003147	奶瓶窩	1	0.001	
3003148	和平色	1	0.001	
3003149	微圖坊	1	0.001	
3003150	清朝感	1	0.001	
3003151	殭屍妝	1	0.001	
3003152	臀曲線	1	0.001	
3003153	附門讚	1	0.001	
3003154	大屌打窩	1	0.001	
3003155	大打打	1	0.001	
3003156	鼻子型	1	0.001	
3003157	重機媛	1	0.001	
3003158	重修圖	1	0.001	
3003159	塑膠顆	1	0.001	
3003160	塑克達	1	0.001	
3003161	高宮更巨	1	0.001	
3003162	高不扣	1	0.001	
3003163	伊達瑞原	1	0.001	
3003164	盈臻	1	0.001	
3003165	冷擺	1	0.001	
3003166	求門雪國	1	0.001	
3003167	普織織	1	0.001	
3003168	路人姨	1	0.001	
3003169	學習業	1	0.001	
3003170	小腹市	1	0.001	
3003171	桐嶋	1	0.001	
3003172	丹本	1	0.001	
3003173	霸王腿	1	0.001	
3003174	甲賀上忍耶	1	0.001	
3003175	穩襄	1	0.001	
3003176	大上沈	1	0.001	
3003177	常客美	1	0.001	
3003178	楊晨晨	1	0.001	
3003179	毛淚	1	0.001	
3003180	香冼	1	0.001	
3003181	魔里花理	1	0.001	
3003182	可愛妝	1	0.001	
3003183	大跟繩	1	0.001	
3003184	求香	1	0.001	
3003185	史丁諾頓	1	0.001	
3003186	黃金線粉	1	0.001	
3003187	低臉	1	0.001	
3003188	塑嫖釀	1	0.001	
3003189	正罡	1	0.001	
3003190	可愛棒	1	0.001	
3003191	娜黑絲	1	0.001	
3003192	四宮櫻子	1	0.001	
3003193	揉恩	1	0.001	
3003194	中國人婆	1	0.001	
3003195	胸婆	1	0.001	
3003196	子瑜妹	1	0.001	
3003197	隻嬤	1	0.001	
3003198	賺錢號	1	0.001	
3003199	張念誠	1	0.001	
3003200	舔騷	1	0.001	
3003201	門奧樣	1	0.001	
3003202	桐谷茉莉奈	1	0.001	
3003203	皺眉清	1	0.001	
3003204	小羊嫂	1	0.001	
3003205	讚文系	1	0.001	
3003206	門卡卡	1	0.001	
3003207	豚鼠界	1	0.001	
3003208	清辣新	1	0.001	
3003209	逼門	1	0.001	
3003210	新井萌花	1	0.001	
3003211	乾清新	1	0.001	
3003212	打樁師	1	0.001	
3003213	菸肚	1	0.001	
3003214	謝天雪	1	0.001	
3003215	硬壘球	1	0.001	
3003216	白石鈴	1	0.001	
3003217	普腿正	1	0.001	
3003218	嫩版相	1	0.001	
3003219	豆爾普立茲	1	0.001	
3003220	老嬸味	1	0.001	
3003221	潘吟紫	1	0.001	
3003222	川北硬	1	0.001	
3003223	川北冥沙	1	0.001	
3003224	比卿	1	0.001	
3003225	老雨寶	1	0.001	
3003226	糊霸社	1	0.001	
3003227	大愛力	1	0.001	
3003228	黃路仔茵	1	0.001	
3003229	懋神	1	0.001	
3003230	林莎芮絲	1	0.001	
3003231	鼻雪平	1	0.001	
3003232	萊喬	1	0.001	
3003233	推開開門	1	0.001	
3003234	解禁圖	1	0.001	
3003235	紙箱圖	1	0.001	
3003236	乃特版	1	0.001	
3003237	推穿成	1	0.001	
3003238	富波心	1	0.001	
3003239	鯰推	1	0.001	
3003240	偷黥	1	0.001	
3003241	瞠渺	1	0.001	
3003242	星倫	1	0.001	
3003243	居家卡	1	0.001	
3003244	馮花	1	0.001	
3003245	正多了	1	0.001	
3003246	許嘴	1	0.001	
3003247	噁臀	1	0.001	
3003248	仙瘦版	1	0.001	
3003249	女乃呢	1	0.001	
3003250	娜娜耶	1	0.001	
3003251	圖昂	1	0.001	
3003252	歐娜斯	1	0.001	
3003253	陳凱葳	1	0.001	
3003254	函冷	1	0.001	
3003255	涵冷教	1	0.001	
3003256	葉佩詩	1	0.001	
3003257	求卦業	1	0.001	
3003258	表特板門腿	1	0.001	
3003259	塑像鬼	1	0.001	
3003260	米线线	1	0.001	
3003261	米線貓	1	0.001	
3003262	媽姐頭	1	0.001	
3003263	以乃滋	1	0.001	
3003264	塑隨	1	0.001	
3003265	蛋堡城	1	0.001	
3003266	白圓	1	0.001	
3003267	電慧	1	0.001	
3003268	甜棒棒	1	0.001	
3003269	正夭壽	1	0.001	
3003270	名片樓	1	0.001	
3003271	短髮水	1	0.001	
3003272	麻陽	1	0.001	
3003273	壹捌	1	0.001	
3003274	李毓庭	1	0.001	
3003275	星巴威	1	0.001	
3003276	夭讚	1	0.001	
3003277	超正神	1	0.001	
3003278	卿卿大心	1	0.001	
3003279	卿卿無敵	1	0.001	
3003280	三上悠亞安齋拉拉	1	0.001	
3003281	哇修圖	1	0.001	
3003282	隱腋	1	0.001	
3003283	葉月夢	1	0.001	
3003284	大普命	1	0.001	
3003285	花京院典	1	0.001	
3003286	起立歐	1	0.001	
3003287	嚇塑	1	0.001	
3003288	紋刺	1	0.001	
3003289	門刺	1	0.001	
3003290	今生婆	1	0.001	
3003291	超隱乳	1	0.001	
3003292	龍捲腿	1	0.001	
3003293	王在用	1	0.001	
3003294	校門門	1	0.001	
3003295	牛頭梗普	1	0.001	
3003296	牛頭梗卡	1	0.001	
3003297	女峒團	1	0.001	
3003298	朴雅仁	1	0.001	
3003299	三色豆燒賣	1	0.001	
3003300	尢妹	1	0.001	
3003301	監理戰	1	0.001	
3003302	三色豆雞	1	0.001	
3003303	屁股頂	1	0.001	
3003304	矇避	1	0.001	
3003305	荼僕棺銴騆杧	1	0.001	
3003306	白軟舒	1	0.001	
3003307	琇婷	1	0.001	
3003308	普嚨貢	1	0.001	
3003309	讚脫	1	0.001	
3003310	御慾姐	1	0.001	
3003311	張根本	1	0.001	
3003312	蝴蝶舞王	1	0.001	
3003313	象瑜	1	0.001	
3003314	婆瑜瑜	1	0.001	
3003315	正莎	1	0.001	
3003316	露青	1	0.001	
3003317	青松松	1	0.001	
3003318	噁塑味	1	0.001	
3003319	巨獻圖	1	0.001	
3003320	圓首	1	0.001	
3003321	汪大	1	0.001	
3003322	神龍神	1	0.001	
3003323	留言神	1	0.001	
3003324	落陰系	1	0.001	
3003325	綺夢神	1	0.001	
3003326	張莎元	1	0.001	
3003327	紹紹	1	0.001	
3003328	高求門	1	0.001	
3003329	神建商	1	0.001	
3003330	大七吧	1	0.001	
3003331	雙眼腋	1	0.001	
3003332	浩子梗圖	1	0.001	
3003333	串環	1	0.001	
3003334	安包子	1	0.001	
3003335	塑車	1	0.001	
3003336	幼兒媛	1	0.001	
3003337	塑漂釀	1	0.001	
